"","...1","site","date","city","county","state","lat","lng","n_post","upvotes","n_comment","stars","reviews","type","introduce","review","url","hot"
"2050",3202,"AMC Port Chester 14",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,81,11421,37373,4.3,1800,"Movie theater","None","['  Very big movie theater all and all. The auditoriums are very spacious as well with reclining seats. Dolby and IMAX are available as well and are truly worth it! Bathrooms are clean and staff is friendly! Looks a little dated though like an old movie theater compared to other amcs in the New York City area ', '  The place is clean and cinema attendants are fast yet friendly. I would suggest you try to get ir tickets online if possible, it will save you time. ', '  Spacious parking. The theatre is clean. I like the fact that you can now select your own seats. The concessions have a large variety or food selections. … ']","https://www.google.com.tw/maps/place/AMC+Port+Chester+14/data=!4m7!3m6!1s0x89c2975c7e3fb4d1:0x7719b7aa45f06db7!8m2!3d40.999824!4d-73.663299!16s%2Fg%2F1tdgl5kt!19sChIJ0bQ_flyXwokRt23wRaq3GXc?authuser=0&hl=en&rclk=1",1.91296655951007
"2051",3203,"Rye House Port Chester",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,56,12987,5092,4.3,333,"American restaurant","American plates with Southern flair & artisanal spirits offered in a wood-accented room.","[""  Portions were big, food delicious and specially made drinks were great! We've always had good service. Our only negative was the music choices, which went from relaxing so we could enjoy the conversation to fast and loud where we felt uncomfortable and rushed. How about some nice jazz which would fit the decor? "", '  Good drinks and food. I do think it’s a bit overpriced especially for the area, but it’s something different with good atmosphere. The space is nice, and the service has always been good. I recommend the salmon bowl. ', '  Delicious food. Very friendly service. Nice, somewhat modern and spacious dining area upstairs and fun area downstairs with great music. ']","https://www.google.com.tw/maps/place/Rye+House+Port+Chester/data=!4m7!3m6!1s0x89c2975dac3cb67f:0x3f2f2f561fd9f41e!8m2!3d41.0027028!4d-73.6617889!16s%2Fg%2F11b6t2fdv1!19sChIJf7Y8rF2XwokRHvTZH1YvLz8?authuser=0&hl=en&rclk=1",1.64457763595349
"2052",3205,"Aqui Es Santa Fe",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,186,8698,2676,4.7,354,"Colombian restaurant","Cozy Colombian canteen with basic decor featuring arepas with a choice of toppings & fruit drinks.","['  The food was good,  lulo sangria was delicious.  The restaurant was cute and cozy but I found it a bit over priced considering the location.   All in all it was a nice meal and we will definitely be back. ', '  Super fresh gourmet style Colombian cuisine. Loved everything I tried. I had the chicken, beef, and cheese and spinach empanadas as an appetizer. I also had the bandeja paisa as my entree and was not disappointed. Best Colombian food in … ', '  Such a little hidden gem! Cute atmosphere and good service. We got empanadas and arepas to share. Ask for a side of pink sauce. Then the guava bread pudding and arequipe cake/ice cream dessert combo… Omg AMAZING. Even the plain iced coffee had so much flavor. Def will return next time we’re in the area! ']","https://www.google.com.tw/maps/place/Aqui+Es+Santa+Fe/data=!4m7!3m6!1s0x89c2975cda29aa37:0x7199006569dbcce0!8m2!3d41.0022449!4d-73.6645387!16s%2Fg%2F1tfcp84n!19sChIJN6op2lyXwokR4MzbaWUAmXE?authuser=0&hl=en&rclk=1",3.28399870789508
"2053",3206,"El Palacio De Los Mariscos",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,250,39893,3280,4.3,112,"Restaurant","None","[""  This is a gem of a place. Service is friendly. The cook gave me an  unfriendly look when I parked in the back, thinking I wasn't going to eat there. No matter. They do all the classic Peruvian dishes well. Ceviche is some of the best I've had on the East Coast. Also have plenty of parking in the back. "", ""  Fantastic Peruvian seafood but pricey. Everything not seafood related is pretty bland, like the Lomo Saltado, so avoid those. Had a great time here nonetheless and great service. Recommend only if you're getting seafood. "", '  Excellent service, delicious food, very good portions, the food was timely. ']","https://www.google.com.tw/maps/place/El+Palacio+De+Los+Mariscos/data=!4m7!3m6!1s0x89c2975dbb741299:0x144fcd032405f37a!8m2!3d41.0029441!4d-73.6615949!16s%2Fg%2F1w15_cbg!19sChIJmRJ0u12XwokRevMFJAPNTxQ?authuser=0&hl=en&rclk=1",6.19791224522008
"2054",3207,"T&J | Restaurant & Pizzeria",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,250,1e+05,22956,4.6,649,"Italian restaurant","Casual, family-run Italian restaurant serving Neapolitan pizza & Italian mains in ample surrounds.","['  10 stars across the board! The second you walk in, I was greeted by friendly staff who directed me to the gorgeous dining area. My boyfriend grew up in Port Chester and says they are the best, and we had his birthday dinner there tonight … ', ""  T&J food is amazing and the portions are big. Never had a bad slice of pizza, which is rare these days. Their Chicken Scarp is the best. Pasta, and entrees, all tasty. The staff and owners are super friendly. They make you feel like family! These cookies were baked by the owner today for Valentine's Day. So good!! "", ""  We love T&J's and we know this place since they were in their previous location. We love the attention of the servers, the amazing tastes of the dshes - whatever you take is delicious from the chicken parm to desserts - and of course the cannoli! ❤️❤️ ""]","https://www.google.com.tw/maps/place/T%26J+%7C+Restaurant+%26+Pizzeria/data=!4m7!3m6!1s0x89c297437be71649:0x69e21025d7548688!8m2!3d41.0010651!4d-73.6664248!16s%2Fg%2F1tlmp7nm!19sChIJSRbne0OXwokRiIZU1yUQ4mk?authuser=0&hl=en&rclk=1",10
"2055",3208,"Dragon Coaster",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.4,15,"Amusement park ride","None","['  2018 Me and my son got stuck on ride we were halfway in the air...we had to walk down...imagine and this was his first time smh\nHe is 13 now he 10 then🥴🥴🥴 … ', '  Filming location of ""THE BLACKLIST"" season 6 #17 ', ""  One of America's great classic wooden rollercoasters. ""]","https://www.google.com.tw/maps/place/Dragon+Coaster/data=!4m7!3m6!1s0x89c291403a5a3eed:0xd27f289a1fde12ad!8m2!3d40.9675022!4d-73.673786!16s%2Fm%2F03c9pkn!19sChIJ7T5aOkCRwokRrRLeH5oof9I?authuser=0&hl=en&rclk=1",0
"2056",3209,"The Clydesdale Pub & Grill",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,249,7248,5764,4.4,200,"Pub","None","['  I don’t know what happened. Used to be great. Pizza crust was tough and hard to chew. Maybe their pizza just doesn’t transport well. Ok fair. But the wings were SO small hardly had any meat on them. I understand the price of wings have gone … ', '  Not a drinker and only went for wings. Had a desire but my Wngstop experience wasnt good. So tried this spot and its first try was great. Tried bb with cesar for the dipping. Nice combo … ', '  Excellent local dive bar decent service Great owners just be prepared to deal with the parking and enjoy yourself there and they have pizza on top of it ']","https://www.google.com.tw/maps/place/The+Clydesdale+Pub+%26+Grill/data=!4m7!3m6!1s0x89c297622b00ec4d:0x6688f8aafa2bce9a!8m2!3d41.0089478!4d-73.6565203!16s%2Fg%2F11cn5stkf0!19sChIJTewAK2KXwokRms4r-qr4iGY?authuser=0&hl=en&rclk=1",4.11824432546233
"2057",3210,"Edo Japanese Steak House",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,65,1044,730,4.5,633,"Japanese restaurant","Steak & more cooked on tableside teppanyaki grills at this Japanese spot with traditional decor.","[""  Love this place!!! The atmosphere is fun and lively. The cooks put on a good show and engage with all ages. The amount of food is more than you can eat in 1 sitting. You'll definitely take food home. The prices are unbeatable. This is a … "", ""  Loved this place! I'm glad we found it. We had some hibachi appetizers, sushi, and plum wine. The hibachi apps were delicious and I need to go back for a whole hibachi dinner. The sweetheart roll was great but the dragon roll could use more … "", '  I would NEVER visit this establishment EVER! Clearly all races are not welcome and the hostess and manager made that very clear last night. Arrived at the restaurant at approximately 7:24pm (keep in mind the restaurant closes at 10pm) asked … ']","https://www.google.com.tw/maps/place/Edo+Japanese+Steak+House/data=!4m7!3m6!1s0x89c2974eaf164f7f:0xc8f63f4de4204b50!8m2!3d40.9916842!4d-73.6699343!16s%2Fg%2F1tjt2w8m!19sChIJf08Wr06XwokRUEsg5E0_9sg?authuser=0&hl=en&rclk=1",1.02140013628549
"2058",3211,"Noches de Colombia",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,135,11253,6547,4.2,1054,"Colombian restaurant","None","['  Today was the first day we gave this restaurant a try, we didn’t have a reservation and the wait was 30 min, we were IMPRESSED with all the atmosphere nice music and the food was DELICIOUS.!!  I couldn’t say anything bad about this place … ', ""  The food was amazing and the staff was very helpful and sweet very clean an a sight to see. The owner was friendly working just like her workers and asking customers if they were satisfied with the food. Beautiful place really great food and fresh homemade juices can't beat that. Will definitely go again. "", '  Great atmosphere and good Colombian food. Server was very attentive. Can get a little loud towards the night - with large family groups and music. Overall a positive experience. ']","https://www.google.com.tw/maps/place/Noches+de+Colombia/data=!4m7!3m6!1s0x89c2975c81eaaf27:0x86cda632edd06de3!8m2!3d40.999857!4d-73.6628517!16s%2Fg%2F11h6tmpwgj!19sChIJJ6_qgVyXwokR423Q7TKmzYY?authuser=0&hl=en&rclk=1",2.69602466844831
"2059",3212,"Telly’s Taverna",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.7,64,"Greek restaurant","None","['  I don’t know how to possibly say this but hands down my FAVORITE place of all time for the most authentic Mediterranean food amazing service (Isabella and Christina ) they have me as a customer for life ', ""  Telly's is a great place for authentic Greek food. The fish is always fresh, service on point,  and welcoming environment. They also have one in Queens which is equally as good. "", '  Very satisfying all around! Ask for the soanakopita as soon as you walk-in because it takes time to cook! I promise, you will be rewarded for the choice! Greek salad at a different level. Best in a radious of more than 30mi! ']","https://www.google.com.tw/maps/place/Telly%E2%80%99s+Taverna/data=!4m7!3m6!1s0x89c2975c89129f21:0x941c508663657183!8m2!3d41.0006657!4d-73.6627028!16s%2Fg%2F11h4chhhmn!19sChIJIZ8SiVyXwokRg3FlY4ZQHJQ?authuser=0&hl=en&rclk=1",0
"2060",3213,"Alba's Restaurant",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.4,199,"Italian restaurant","Upscale, organic Northern Italian cuisine & wines are served in an elegant setting with a fireplace.","[""  We truly lucked out when we chose Alba's for a wedding luncheon. With a total of 60 guests, each one came away with raves about the food and great level of service. A lunch to remember!  Special thanks to Nick for working out a menu, … "", '  I love Albas.  Been coming here for 20 years.  The staff is excellent and fun.  The food is amazing.  I love their soups, pastas and fish.  They have a good variety of dishes.  Great wine selection too.  Cannot go wrong! ', '  We didn\'t realize we were getting there close to closing time, yet we were still welcomed in, with exceptional service. The bruschetta was the best ever, amazing pasta, but the filet mignon was out of this world. Put this restaurant on your ""must go"" list. ']","https://www.google.com.tw/maps/place/Alba's+Restaurant/data=!4m7!3m6!1s0x89c29760dd2ce84d:0xc2467b5ccc39948d!8m2!3d41.007924!4d-73.657765!16s%2Fg%2F1th57xzl!19sChIJTegs3WCXwokRjZQ5zFx7RsI?authuser=0&hl=en&rclk=1",0
"2061",3214,"International Cafe & BBQ",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,53,3746,1303,4.2,242,"Brazilian restaurant","None","['  Well, I just went there today to bring my American girlfriend to eat Brazilian that I’m always talking about to her for the second time in her life and if wanted to make her hate it I nailed, everything was cold even the barbecue, she had a … ', '  Great food but now at a bit higher price. The cost has definitely gone up during the last year or so but the quality remains the same. Good food and friendly service. Three stars due to the price increases which I don’t believe has had any … ', '  Poor quality of food\nVery expensive for what you pay . ']","https://www.google.com.tw/maps/place/International+Cafe+%26+BBQ/data=!4m7!3m6!1s0x89c2975cf9116639:0x8631415a922e8392!8m2!3d41.001936!4d-73.662706!16s%2Fg%2F1tcz97fw!19sChIJOWYR-VyXwokRkoMuklpBMYY?authuser=0&hl=en&rclk=1",1.01594157632341
"2062",3215,"Colony Grill - Port Chester",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,1,7,3,4.5,671,"Restaurant","Local chain serving thin-crust pizzas with a signature hot oil in a casual setting with TVs & a bar.","['  Very good thin crust pizza pie! The service at the bar was excellent. I never heard of Hot Oil before so I had to try it. Spicy Oil would be a better description. It doesn’t affect the crispness of the crust. It just adds a hot & spicy bite … ', '  Love Colony Grill as a casual pizza spot. Their menu is very very simple - only pizza. Bar pies with a few ingredient add-ons. But we like these pizzas better than most in the area. My boyfriend gets the stinger and hot oil pizza and says it’s a nice heat- not burn your mouth. � … ', '  Great pizza, really nice atmosphere, good drinks (and a great value). Service is quick and professional. Highly recommended. ']","https://www.google.com.tw/maps/place/Colony+Grill+-+Port+Chester/data=!4m7!3m6!1s0x89c2975c5dcb1641:0x1061d0f1a1a2d928!8m2!3d41.0008811!4d-73.661417!16s%2Fg%2F11gf8gytfm!19sChIJQRbLXVyXwokRKNmiofHQYRA?authuser=0&hl=en&rclk=1",0.0151406576999599
"2063",3216,"Kiosko Restaurant",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.1,145,"Restaurant","Casual haunt offering familiar Mexican dishes such as tacos, chimichangas & flan, plus a full bar.","['  A hidden gem in Port Chester. Highly recommended for a casual meal.... ', '  They don’t clean there ice machine it came with dust, food was cold. They took 50 minutes with our food. And the last plate was raw nuggets and fries. The chicken nuggets were not cooked it was still raw from the inside. And they add there … ', '  Food quality has gone down, this place used to be really good now it’s alright. Posole tasted exactly like what comes in a Goya can. The Barbacoa was a bit chewy and lacked the tenderness that I was looking for. The fajitas has very little … ']","https://www.google.com.tw/maps/place/Kiosko+Restaurant/data=!4m7!3m6!1s0x89c2974481a3808f:0xe65fd9b50900dfa0!8m2!3d41.002486!4d-73.6676473!16s%2Fg%2F1th5_qyc!19sChIJj4CjgUSXwokRoN8ACbXZX-Y?authuser=0&hl=en&rclk=1",0
"2064",3217,"Makondo Restaurant",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.3,501,"Colombian restaurant","None","['  The food has really great flavors and the service is also good. Empanadas are fresh and delicious with their green hot sauce. I would recommend colder beers and less frying the tostones, they get too hard since they are thin. Overall great experience with my sister. ', '  I liked the cake, the drink was okay. The atmosphere was interesting a party in full swing. I prefer more mellow but many would like it. I left my card there accidentally and they came out to give it to me which was nice ', ""  Pleasant experience. Service staff was friendly. Gave is suggestions about their players\nPlatters. Food is prepare as soon as is ordered, so it's fresh and hot . Plus … ""]","https://www.google.com.tw/maps/place/Makondo+Restaurant/data=!4m7!3m6!1s0x89c2975db94b83dd:0x97fcca0273af3150!8m2!3d41.0029653!4d-73.6612821!16s%2Fg%2F11b6ggqkrf!19sChIJ3YNLuV2XwokRUDGvcwLK_Jc?authuser=0&hl=en&rclk=1",0
"2065",3218,"Sin Dulce",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.3,260,"Restaurant","None","['  The tacos here are freaking amazing and they have an awesome menu selection too. The prices are reasonable and the service is great. ', '  The tacos here are freaking amazing and the service is one of a kind. I recommend trying them out when you have a chance and make you get enough for the whole family. ', ""  Authentic Mexican food, the best tacos I've ever tried! I recommend pastor, suadero and carnitas. Also have an Horchata. ""]","https://www.google.com.tw/maps/place/Sin+Dulce/data=!4m7!3m6!1s0x89c2975dbe323b85:0xef1ae3f1e0256f9a!8m2!3d41.003303!4d-73.6612921!16s%2Fg%2F11bzz_dyyx!19sChIJhTsyvl2XwokRmm8l4PHjGu8?authuser=0&hl=en&rclk=1",0
"2066",3219,"Inca & Gaucho",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,249,78504,3739,4.3,296,"Restaurant","South American seafood, grilled meats & pastas are served in a space with a gaucho theme.","['  When we sat down there was a small group sitting at the end of the bar who told us we were in the right place. They told us that everything on the menu was delicious. They were right. … ', ""  First time we tried Inca and the food and service were excellent. Portions were massive. High quality and fresh. Highly reccommend this restaurant. Can't wait to try it again. "", '  The food is delicious. I strongly recommend this location. They just need to shorten the time of cooking the food. The can take up to 40 minutes to bring to your table. That’s the only downside.\nExcellence service. ']","https://www.google.com.tw/maps/place/Inca+%26+Gaucho/data=!4m7!3m6!1s0x89c2974337139afb:0xb0451c6f96da03f6!8m2!3d41.0019548!4d-73.6659549!16s%2Fg%2F1trpm3p9!19sChIJ-5oTN0OXwokR9gPalm8cRbA?authuser=0&hl=en&rclk=1",8.62556568661159
"2067",3220,"Tim Morehouse Fencing Club - Port Chester, NY",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,8,295,156,4.9,35,"Fencing school","None","['  Tim Morehouse Fencing Club in Port Chester is wonderful. The staff is    great. They are always helpful and go out of their way to answer questions.  My son’s coach Kendall is the best! He always sets clear expectations and is extremely … ', '  TMFC is an amazing club to join if you want your kids to learn the sport of fencing.  It is a great place for fencers of all ages and levels. All the classes are led by great, experienced, and highly skilled coaches.  Coaches will help your … ', '  The staff at Tim Morehouse Fencing Club know what they’re doing, and do it extremely well. My daughter had been fencing competitively for years at a different club that has now shut down. She was worried that the transition to another club … ']","https://www.google.com.tw/maps/place/Tim+Morehouse+Fencing+Club+-+Port+Chester,+NY/data=!4m7!3m6!1s0x89c29745076fcf99:0xa5d2b4ff6d7d75cd!8m2!3d40.99781!4d-73.6682188!16s%2Fg%2F11d_768zsx!19sChIJmc9vB0WXwokRzXV9bf-00qU?authuser=0&hl=en&rclk=1",0.136243284016243
"2068",3221,"Warrior Baseball NY",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,8,17,80,4.3,47,"Sports complex","None","['  Large indoor baseball facility that is able to create separate sections for kids of all ages. Good coaching team for little league-aged kids. ', '  We have been very pleased with Warrior and it’s staff! My 8 year old son has really developed his love for baseball as well as his skills while at Warrior! Even my  5 year old daughter has started a softball program at Warrior which has been great for her! ', '  My 9 year old joined a Warrior baseball team this past fall.  He jumped onto a team that had played the prior spring so we were a bit nervous about how he was going to fit in.  Coach LaBella made sure that was not even a concern and we saw … ']","https://www.google.com.tw/maps/place/Warrior+Baseball+NY/data=!4m7!3m6!1s0x89c2974f9c97dddf:0xbaf827b6ce36f777!8m2!3d40.9949302!4d-73.6683197!16s%2Fg%2F1tk1zznp!19sChIJ392XnE-XwokRd_c2zrYn-Lo?authuser=0&hl=en&rclk=1",0.118658303966851
"2069",3222,"Sam's Bar and Grill",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,250,47067,18229,4.5,227,"Bar & grill","Classic neighborhood restaurant & bar offering American food, a jukebox & a shuffleboard table.","['  Personally I think this is one of the most underrated food spots in all of Westchester County. I live near the border in Greenwich and its a go to. I’ll start with some must trys. First off you have their steak sandwich. It’s a full piece … ', ""  Nice low key place for a drink and some food. Had the gorgonzola wrap which was delicious! My tequila on the rocks was strong, just the way I like it. I'll definitely be back! "", '  well here how it went down inside was loud with music tables vacant still waited should of looked at menu first before sitting down i get it just opened but should of prepared before soft opening 15.50 for a not so fancy burger go got the … ']","https://www.google.com.tw/maps/place/Sam's+Bar+and+Grill/data=!4m7!3m6!1s0x89c2975e02e1c3c3:0x3b30147c8d800621!8m2!3d41.0041667!4d-73.6588889!16s%2Fg%2F1tm0v2gw!19sChIJw8PhAl6XwokRIQaAjXwUMDs?authuser=0&hl=en&rclk=1",6.65170593901267
"2070",3223,"Rinconcito Salvadoreño",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.4,307,"Restaurant","None","['  Reasonable pricing and AMAZING PUPUSAS AND SOUPS! They have expanded their vegetarian options as well. You cannot go wrong with anything on the menu. Top-tier restaurant. ', '  This place never disappoints, been coming back for years. They recently remodeled the place. But the food is still great. … ', '  Not recommend to eat pupusas here. ']","https://www.google.com.tw/maps/place/Rinconcito+Salvadore%C3%B1o/data=!4m7!3m6!1s0x89c2975b5345f09b:0x5251097198675aeb!8m2!3d41.001838!4d-73.664914!16s%2Fg%2F1th1v_0w!19sChIJm_BFU1uXwokR61pnmHEJUVI?authuser=0&hl=en&rclk=1",0
"2071",3224,"Port Chester",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,1,2,5,4.1,264,"Train station","None","['  The last Metro-North Railroad station of New Haven Line in New York State. ', '  The newly renovated Port Chester Station is centrally located and has plenty of parking nearby.  If looking for a taxi, you will have to exit to street level on the south side of the platform, and descend down to street level (Westchester Ave). There is a taxi stand there. ', '  Prior to my living in Ridgfield, Connecticut. My kids grew up and went to School in Rye and Port Chester, NY. ']","https://www.google.com.tw/maps/place/Port+Chester/data=!4m7!3m6!1s0x89c2975cb0035b71:0x1fc2c9587666c4ac!8m2!3d41.0020621!4d-73.6637551!16zL20vMGQ4NXgw!19sChIJcVsDsFyXwokRrMRmdljJwh8?authuser=0&hl=en&rclk=1",0.0148243810803668
"2072",3225,"La Pupusa Loca",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.1,197,"Restaurant","None","[""  The food is pretty good the only bad thing is  the waiting time for the food. If you order a simple breakfast will take about an hour to come to your table. It's ok if you have no hurry. "", '  The Pupusas were delicious we had the pork and the chicken A++ the Hortacha drink was delicious true definitely would recommend A+ ', '  Ordered a fish soup, came with lots of bones no vegetables nothing I’ve ever experienced in a Restaurant. ']","https://www.google.com.tw/maps/place/La+Pupusa+Loca/data=!4m7!3m6!1s0x89c2974336101bfd:0xc001807e067d7678!8m2!3d41.0017847!4d-73.665913!16s%2Fg%2F11bccgds9y!19sChIJ_RsQNkOXwokReHZ9Bn6AAcA?authuser=0&hl=en&rclk=1",0
"2073",3226,"Kneaded Bread",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,0,0,0,4.7,340,"Bakery","Cozy bakeshop selling breads, pastries, espresso drinks & light lunch fare such as sandwiches.","['  We were in the area from queens and decided to stop at this bakery. By the time we got there it was only 10min before closing and were expecting very rude service and dirty looks. To our surprise it was quite the opposite! Fernando (I think … ', '  The Kneaded Bread bakery located in Port Chester is one of the finest bread bakeries, certainly in New York State,possibly in the United States! I know that sounds like a pretty outlandish statement, however their selection of breads, … ', '  The amount of care placed into everything they make is astounding.  I have never had a bad experience.  Never!  I have been stopping in for years now and only wish they were closer to my home in north stamford.  Worth a trip from anywhere.  All the best to everyone at Kneaded Bread. ']","https://www.google.com.tw/maps/place/Kneaded+Bread/data=!4m7!3m6!1s0x89c2976757ba59bb:0xe4e6bbee682a1ab3!8m2!3d41.0044444!4d-73.66!16s%2Fg%2F1tg2llgz!19sChIJu1m6V2eXwokRsxoqaO675uQ?authuser=0&hl=en&rclk=1",0
"2074",3227,"Taqueria La Picardia",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,8,158,133,4,400,"Restaurant","This compact spot with a funky, laid-back vibe serves tacos, fajitas & other Mexican staples.","['  Extremely poor quality food! The chicken burritos are EXTREMELY salty as if the cook just DUMPED salt on them. I like salty food but this is way beyond salty that it is just inedible. My family and I could not eat it and had to throw it … ', '  Small perfect, great fun staff, atmosphere is just crazy fun. The food is tasty and very authentic. Mixed drinks plus homemade food...you just can not lose...Actually was speaking to one of the staff while I waited and he said they have a … ', '  The food is good not great. The guacamole was a bit soupy.\n\nThe deserts actually are the best part about this place. The churros are stuffed … ']","https://www.google.com.tw/maps/place/Taqueria+La+Picardia/data=!4m7!3m6!1s0x89c2975cb229b3db:0x73dcafa0f3ab1c2b!8m2!3d41.0007444!4d-73.6650694!16s%2Fg%2F1ptxvm7r_!19sChIJ27MpslyXwokRKxyr86Cv3HM?authuser=0&hl=en&rclk=1",0.127577304639384
"2075",3228,"Redemption Community Church",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,17,227,291,5,40,"Church","None","['  Awesome church! Bible believing and moved by the holy Spirit. Lovely families. Amazing messages consistently. Super strong community ethic. ', '  This is one of the warmest and friendliest churches I have ever been to! The moment you enter, everyone greets you with big smiles and makes you feel right at home. It feels like a family--- complete with delicious coffee and donuts. The … ', '  My family and I love redemption church, and we have grown so much in the little time we’ve been members. Everyone is so welcoming and friendly and the snacks and refreshments are always an awesome plus when you walk in!  We’ve made great … ']","https://www.google.com.tw/maps/place/Redemption+Community+Church/data=!4m7!3m6!1s0x89c2975c7e3e539b:0x3ccc5ee950176ec0!8m2!3d41.0020288!4d-73.6660837!16s%2Fg%2F11bw_7lq29!19sChIJm1M-flyXwokRwG4XUOlezDw?authuser=0&hl=en&rclk=1",0.264222755882536
"2076",3229,"Tandoori Taste of India",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,250,71483,12127,4.3,236,"Indian restaurant","Modestly appointed Indian restaurant serving classic Northern-style fare & some house specialties.","['  The food at Tandoori is exceptional! Very tasty / well prepared. I love the service and the staff are friendly. Highly recommend.!! ', '  This is the best Indian food around this area. The butter chicken has real pieces of chicken. No gummy chicken like other places. The palak paneer is so delicious. Their food in not over salted. Kid friendly.  My 11 month old loves eating … ', '  Trust me when I say, you need to eat here! Very delicious! The staff is amazing and welcoming, if you are in the mood to try something authentic and delicious be sure and check them out. ']","https://www.google.com.tw/maps/place/Tandoori+Taste+of+India/data=!4m7!3m6!1s0x89c2975c3454ba1f:0x5b9c45f27ad09872!8m2!3d41.0027227!4d-73.6673886!16s%2Fg%2F1tgxvgwf!19sChIJH7pUNFyXwokRcpjQevJFnFs?authuser=0&hl=en&rclk=1",8.19614792781108
"2077",3230,"piccolo",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,5,256,30,4.3,50,"Italian restaurant","None","['  Piccolo\n\nPiccolo is not your average Italian restaurant. Peter, the owner, and his … ', '  We dined here many times and loved it. But the recent chef change took awhile to recover from. But they are busier now and we are looking forward to visiting again for dinner. We stopped in last night after a few month absence to find a new … ', '  After 35 years working in restaurants I feel qualified to give a review. I did not care much for the food. I ordered a veal dish that tasted like seafood because it was probably cooked in the same oil the side of potatoes had absolutely no … ']","https://www.google.com.tw/maps/place/piccolo/data=!4m7!3m6!1s0x89c29760cf38298d:0x94e9b08f6d60aa6d!8m2!3d41.0057427!4d-73.6588736!16s%2Fg%2F11b7g02wnq!19sChIJjSk4z2CXwokRbapgbY-w6ZQ?authuser=0&hl=en&rclk=1",0.0896827150858276
"2078",3231,"Costco Wholesale",2022-12-21 18:43:36,"Port Chester","Westchester","New York",41.0051,-73.668,1,371,64,4.5,2416,"Warehouse store","Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.","['  The typical Costco, without any gas ⛽️ However one of the most annoying things is that it requires you to use an escalator to get to the 2nd floor with your cart. The lines can get long and can back up quickly. Be prepared to spend an extra 30 mins just dealing with the up and down ', '  Customer Service was phenomenal. George and Jeannie were patient when they heard about my situation and took extra time to explain the discrepancy between what I knew to be true according to a New Rochelle Costco Employee, and then … ', '  On November 20, 2022, my family ordered a pizza pie at the food court at 4:13 PM. The lady (name on the receipt says Jeidy) told us that the pizza would take 15 minutes to prepare. We watched as people ordered after us and got their orders … ']","https://www.google.com.tw/maps/place/Costco+Wholesale/data=!4m7!3m6!1s0x89c2975b89831dcb:0x2e1713b11122d5c1!8m2!3d40.9992332!4d-73.6618989!16s%2Fg%2F1tm2blwd!19sChIJyx2DiVuXwokRwdUiEbETFy4?authuser=0&hl=en&rclk=1",0.0381655956063586
